ID,Advisor,Problem,Ranking,InstitutionID
38492,Hui Zou,D,Successful Participant,6231
38493,Kai Yu,A,Successful Participant,12
38494,Hai Yan Sun,A,Honorable Mention,31
38495,Meilin Zhu,B,Meritorious,210
38496,Hui Zou,A,Honorable Mention,6231
38497,JueXian Li,B,Honorable Mention,2297
38498,Weifeng Jin,A,Meritorious,6282
38499,Yuanchang Shi,B,Successful Participant,6231
38500,Guohui Li,A,Honorable Mention,6231
38501,Xiaohong Li,A,Meritorious,6282
38502,Li Zhou,B,Honorable Mention,6037
38503,Jianghui Wen,C,Meritorious,6287
38504,Mingyun Tang,A,Successful Participant,6231
38505,Mingyun Tang,A,Successful Participant,6231
38506,Yang Tan,B,Successful Participant,1438
38507,Liu Bocheng,A,Successful Participant,6192
38508,Jianping Yang,A,Meritorious,6231
38509,Junqing Chen,A,Meritorious,1424
38510,Jianping Yang,A,Successful Participant,6231
38511,Na Xie,A,Honorable Mention,621
38512,Zuguo He,D,Meritorious,4
38513,Guohui Li,B,Honorable Mention,6231
38514,Feng Zhou,D,Meritorious,4
38515,Chen Qiang,A,Successful Participant,6192
38516,xingming shu,A,Honorable Mention,280
38517,xiang feng chen,D,Successful Participant,82
38518,Weicai Song,B,Successful Participant,6037
38519,Hui Zou,B,Successful Participant,6231
38520,Jianping Yang,D,Meritorious,6231
38521,Li Cui,B,Successful Participant,182
38522,Yuanchang Shi,A,Successful Participant,6231
38523,Hui Zou,B,Successful Participant,6231
38524,Jie Wu,A,Honorable Mention,6308
38525,Mingyun Tang,B,Meritorious,6231
38526,Hui Zou,A,Successful Participant,6231
38527,Yue Huang,A,Honorable Mention,394
38528,Zhaoming Lu,C,Honorable Mention,4
38529,Linlin Shao,A,Successful Participant,6313
38530,Guohui Li,B,Successful Participant,6231
38531,Mingyun Tang,A,Successful Participant,6231
38532,Hongwei Xia,A,Successful Participant,47
38533,Guohui Li,B,Successful Participant,6231
38534,ZuGuo He,B,Successful Participant,4
38535,Jianping Yang,A,Successful Participant,6231
38536,Shouji Sun,D,Honorable Mention,125
38537,Faxian Xiu,A,Honorable Mention,90
38538,Jianping Yang,D,Successful Participant,6231
38539,Zhenping Wu,D,Successful Participant,4
38540,Hui Zou,A,Honorable Mention,6231
38541,Liantang Lou,A,Honorable Mention,5984
38542,ZuGuo He,C,Successful Participant,4
38543,Yuanchang Shi,B,Successful Participant,6231
38544,Aijiao Deng,A,Meritorious,87
38545,Hui Zou,A,Successful Participant,6231
38546,Yuanchang Shi,A,Meritorious,6231
38547,Lei Zheng,B,Successful Participant,31
38548,Yuanchang Shi,D,Honorable Mention,6231
38549,Chen Zheng,B,Successful Participant,5230
38550,Yuanchang Shi,A,Honorable Mention,6231
38551,Lian Jiao,D,Successful Participant,6335
38552,Mingyun Tang,A,Successful Participant,6231
38553,Guohui Li,A,Successful Participant,6231
38554,Hui Zou,A,Successful Participant,6231
38555,Yuanchang Shi,A,Honorable Mention,6231
38556,Hui Zou,A,Meritorious,6231
38557,Liu Jun,D,Successful Participant,182
38558,Mingyun Tang,A,Meritorious,6231
38559,Yuanchang Shi,A,Successful Participant,6231
38560,Guohui Li,C,Honorable Mention,6231
38561,Zuojun Niu,B,Successful Participant,6345
38562,Guohui Li,A,Honorable Mention,6231
38563,Jianping Yang,B,Successful Participant,6231
38564,Guohui Li,A,Honorable Mention,6231
38565,Yuanchang Shi,B,Honorable Mention,6231
38566,Zhongjie Han,A,Honorable Mention,2338
38567,Jianping Yang,A,Successful Participant,6231
38568,Feng Sun,B,Successful Participant,4323
38569,Yundong Gu,A,Successful Participant,279
38570,Haiyin Qing,A,Successful Participant,5338
38571,Mingyun Tang,A,Honorable Mention,6231
38572,Tiefeng Ma,D,Successful Participant,25
38573,Mingyun Tang,A,Successful Participant,6231
38574,Mingyun Tang,A,Honorable Mention,6231
38575,Yundong Gu,A,Honorable Mention,279
38576,Wei Liu,A,Successful Participant,5488
38577,Guohui Li,A,Honorable Mention,6231
38578,Yuanchang Shi,D,Successful Participant,6231
38579,Wei Liu,D,Successful Participant,5488
38580,Yuanming Hu,B,Successful Participant,87
38581,Guohui Li,A,Successful Participant,6231
38582,Wei Liu,A,Honorable Mention,5488
38583,Jianping Yang,D,Successful Participant,6231
38584,Yundong Gu,A,Successful Participant,279
38585,Wei Liu,B,Successful Participant,5488
38586,Bo Zhang,A,Successful Participant,4930
38587,Hui Zou,A,Honorable Mention,6231
38588,Wei Liu,B,Successful Participant,5488
38589,Mingyun Tang,A,Honorable Mention,6231
38590,Wei Liu,B,Successful Participant,5488
38591,Yundong Gu,B,Successful Participant,279
38592,Wei Liu,A,Honorable Mention,5488
38593,Wei Liu,A,Successful Participant,5488
38594,Jianping Yang,A,Successful Participant,6231
38595,Wei Liu,D,Successful Participant,5488
38596,Gongliu Yang,B,Successful Participant,31
38597,Sik Chung Tam,C,Successful Participant,1851
38598,X.Q. Hu,A,Meritorious,87
38599,Wenyi Zhang,C,Honorable Mention,181
38600,Xinhui Si,A,Meritorious,4550
38601,Xigao Shao,A,Honorable Mention,5488
38602,Xigao Shao,A,Successful Participant,5488
38603,Xiaojuan Xu,A,Successful Participant,4
38604,Xigao Shao,A,Successful Participant,5488
38605,Qingyun Wang,A,Successful Participant,6389
38606,Jianquan Liu,D,Successful Participant,1
38607,Qingyun Wang,D,Honorable Mention,6389
38608,Yujiang Liu,C,Honorable Mention,6389
38609,Yang Liu,C,Honorable Mention,6389
38610,Yehui Huang,B,Successful Participant,279
38611,Sihui Wang,A,Meritorious,210
38612,Han Cao,B,Successful Participant,3248
38613,Xiangyong Li,A,Successful Participant,82
38614,Jianxin Zhu,D,Successful Participant,232
38615,Zhuangchu Luo,B,Meritorious,87
38616,Jian Pan,D,Successful Participant,6389
38617,Xin Gao,A,Meritorious,279
38618,Xin Gao,A,Successful Participant,279
38619,Yingbao Chen,A,Successful Participant,1402
38620,Xin Gao,A,Meritorious,279
38621,Xin Gao,A,Honorable Mention,279
38622,Xin Gao,A,Honorable Mention,279
38623,Xin Gao,A,Successful Participant,279
38624,Xin Gao,B,Successful Participant,279
38625,Xin Gao,A,Successful Participant,279
38626,Xin Gao,A,Meritorious,279
38627,Hongmei Zhao,B,Successful Participant,7
38628,Xuelin Yong,B,Successful Participant,279
38629,Xuelin Yong,A,Honorable Mention,279
38630,Yanghua Xiao,A,Honorable Mention,90
38631,Ziyan Liu,B,Successful Participant,5122
38632,Xuelin Yong,B,Honorable Mention,279
38633,Haiju Fan,A,Honorable Mention,1602
38634,Xuelin Yong,A,Successful Participant,279
38635,Yanfeng Shen,A,Successful Participant,1849
38636,dong cheng dong,A,Honorable Mention,6
38637,Xuelin Yong,A,Honorable Mention,279
38638,Xuelin Yong,A,Meritorious,279
38639,Liqiu Liu,A,Successful Participant,2338
38640,Xuelin Yong,A,Honorable Mention,279
38641,"Qiuhua Tang, Liping Zhang",A,Honorable Mention,1711
38642,Xuelin Yong,D,Meritorious,279
38643,Bingchuan Chen,A,Honorable Mention,6427
38644,Jinhua Chang,A,Honorable Mention,236
38645,Jianchao Chen,A,Honorable Mention,6429
38646,Hua Yu,B,Successful Participant,7
38647,Bin XU,B,Honorable Mention,47
38648,Fuping Tan,A,Successful Participant,3201
38649,XingJian Yi,A,Honorable Mention,6433
38650,hongjian wang,B,Successful Participant,6434
38651,Ting Yi,A,Successful Participant,90
38652,Hui Zhang,A,Successful Participant,6434
38653,Shulong Lv,A,Successful Participant,6434
38654,Zhuangchu Luo,A,Meritorious,87
38655,Qingan Cui,A,Meritorious,750
38656,Chuandong Chen,B,Honorable Mention,6434
38657,Yingling Cai,A,Successful Participant,6434
38658,Weijian Ding,A,Successful Participant,1336
38659,ZhiXing Hu,A,Successful Participant,654
38660,Yunlong Sun,A,Successful Participant,25
38661,Bixia Zhang,A,Honorable Mention,6434
38662,Zhenglu Yang,D,Meritorious,7
38663,Zhao Wen Bo,B,Successful Participant,4
38664,Guangdong Huang,A,Successful Participant,1621
38665,Linping Peng,A,Successful Participant,31
38666,Jiangzhou Lai,A,Successful Participant,6434
38667,Wei Peng,D,Honorable Mention,636
38668,Lei Zheng,A,Honorable Mention,122
38669,Yong Sun,A,Honorable Mention,4
38670,Wenhua Hou,A,Successful Participant,7
38671,Jianlin Jiang,A,Successful Participant,4265
38672,Zhenglu Jiang,C,Successful Participant,94
38673,jun yu,A,Successful Participant,6
38674,Jinliang Wang,B,Honorable Mention,31
38675,Fengde Chen,A,Successful Participant,6434
38676,Xiaofeng Wang,D,Meritorious,6067
38677,Fei Jiang,B,Honorable Mention,6434
38678,Hongyi Li,A,Successful Participant,31
38679,Shijin Zhang,A,Honorable Mention,31
38681,Xiaoyun Chen,A,Successful Participant,6434
38682,Jiaqing Chen,B,Meritorious,6287
38683,Xiaofeng Wang,A,Honorable Mention,6067
38684,PENG WANG,A,Successful Participant,90
38685,Hao Ge,A,Successful Participant,137
38686,ZhaoXia Tong,A,Successful Participant,31
38687,CHENGDONG DONG,A,Successful Participant,6
38688,Yi Xue,A,Meritorious,325
38689,Hualing Zhao,A,Honorable Mention,6287
38690,Xiaofeng Wang,A,Honorable Mention,6067
38691,Xiaoming Fan,A,Successful Participant,621
38692,Xingchun Peng,A,Honorable Mention,6287
38693,Guangdong Huang,D,Honorable Mention,1621
38694,Xiaofeng Wang,A,Honorable Mention,6067
38695,Hui Yang,A,Successful Participant,6478
38696,Wendong Shi,A,Successful Participant,123
38697,Fenge Chen,A,Honorable Mention,6287
38698,Linlin Shao,A,Successful Participant,137
38699,Shengming Ma,A,Successful Participant,31
38700,Holly Zullo,A,Honorable Mention,6483
38701,Baozeng Chu,B,Honorable Mention,5296
38702,Joan Simon,A,Honorable Mention,6485
38703,Yiqian Wang,A,Successful Participant,210
38704,Holly Zullo,C,Honorable Mention,6483
38705,Baozeng Chu,A,Successful Participant,5296
38706,Baodong LIU,D,Successful Participant,890
38707,Holly Zullo,A,Honorable Mention,6483
38708,Gang Liu,A,Honorable Mention,123
38709,Holly Zullo,A,Honorable Mention,6483
38710,WANG Jun,A,Successful Participant,6493
38711,Zhiming Hu,D,Successful Participant,1424
38712,ZHI ZHAO,A,Honorable Mention,1
38713,Pei Ao,A,Successful Participant,1602
38714,Aijiao Deng,D,Successful Participant,87
38715,yaorong wang,A,Honorable Mention,6498
38716,Jian Deng,C,Honorable Mention,109
38717,William Brian Lane,B,Honorable Mention,6500
38718,Shufan Ji,A,Successful Participant,31
38719,Yuquan Ye,A,Honorable Mention,6
38720,Bengt Fornberg,B,Outstanding Winner,776
38721,James Allen Morrow,B,Honorable Mention,6504
38722,James Allen Morrow,A,Honorable Mention,6504
38723,James Allen Morrow,A,Honorable Mention,6504
38724,James Allen Morrow,B,Honorable Mention,6504
38725,James Allen Morrow,A,Honorable Mention,6504
38726,Andrew Felt,B,Honorable Mention,6509
38727,Brad Finney,D,Outstanding Winner,6510
38728,Brad Finney,D,Successful Participant,6510
38729,Brad Finney,C,Meritorious,6510
38730,Brad Finney,A,Successful Participant,6510
38731,Zuguo He,A,Successful Participant,6514
38732,Zuguo He,A,Honorable Mention,6514
38733,Zuguo He,D,Honorable Mention,6514
38734,Jianhua Yuan,D,Successful Participant,6514
38735,Jianhua Yuan,A,Honorable Mention,6514
38736,Yongjiang Guo,D,Meritorious,6514
38737,Yongjiang Guo,C,Honorable Mention,6514
38738,Anne M Dougherty,A,Successful Participant,776
38739,Aimin Zhao,A,Successful Participant,93
38740,Wei-neng Chen,A,Successful Participant,3
38741,Shao Lin Lin,B,Successful Participant,137
38743,Yezhou Li,A,Honorable Mention,6514
38744,Congpin Zhang,A,Successful Participant,1602
38745,Yezhou Li,C,Honorable Mention,6514
38746,Wei-neng Chen,A,Successful Participant,3
38747,Guirong Liu,A,Successful Participant,93
38748,Qiye Zhang,A,Successful Participant,31
38749,XINQI HU,D,Meritorious,5375
38750,Shijin Zhang,A,Successful Participant,31
38751,SUN YUE,A,Successful Participant,6533
38752,Deng Aijiao,A,Honorable Mention,87
38753,SUN YUE,A,Honorable Mention,6533
38754,SUN YUE,A,Honorable Mention,6533
38755,SUN YUE,A,Honorable Mention,6533
38756,SUN YUE,A,Honorable Mention,6533
38757,SUN YUE,B,Honorable Mention,6533
38758,SUN YUE,B,Honorable Mention,6533
38759,Xiaokun Wu,A,Honorable Mention,1919
38760,SUN YUE,A,Meritorious,6533
38761,SUN YUE,B,Honorable Mention,6533
38762,SUN YUE,A,Honorable Mention,6533
38763,Deng Aijiao,A,Honorable Mention,87
38764,Xiaokun Wu,C,Honorable Mention,1919
38765,Zhengyang Mei,C,Finalist,1931
38766,Yanhui Guan,A,Honorable Mention,94
38767,Yanhui Guan,C,Successful Participant,94
38768,Xiaokun Wu,A,Successful Participant,1919
38769,Hui Wang,B,Successful Participant,6551
38770,Qiru Wang,B,Honorable Mention,94
38771,Ruth G Favro,A,Honorable Mention,6553
38772,Haishan Han,A,Successful Participant,6554
38773,Aijiao Deng,A,Meritorious,87
38774,Yuan xun Zheng,A,Honorable Mention,750
38775,Xiaoxiang Wang,B,Honorable Mention,4
38776,Ruth G Favro,B,Successful Participant,6553
38777,Hong Qiu,A,Successful Participant,378
38778,Jinju Wang,D,Meritorious,4591
38779,Zhi-wei Chen,A,Successful Participant,394
38780,Mai Xu,A,Successful Participant,122
38781,En Cheng,A,Successful Participant,394
38782,Mai Xu,A,Successful Participant,31
38783,Xiaowei Chen,A,Successful Participant,7
38784,Huiying Sun,A,Successful Participant,292
38785,Qingwei Guo,C,Meritorious,4591
38786,Jinrong Li,B,Honorable Mention,750
38787,Yongping Xiong,D,Successful Participant,4
38788,Juan Yang,D,Honorable Mention,6570
38789,hongfeng guo,A,Honorable Mention,6571
38790,Yi ZHAO,A,Successful Participant,6572
38791,JI XIAN MENG,A,Successful Participant,531
38792,Hongxiao Li,B,Honorable Mention,87
38793,Qingwei Guo,C,Honorable Mention,4591
38794,JINWU GAO,A,Successful Participant,4035
38795,Huayou Chen,A,Honorable Mention,4148
38796,Yongdong Zhang,B,Honorable Mention,94
38797,Gang Wang,B,Successful Participant,7
38798,Chongshuang Chen,C,Meritorious,12
38799,Xuelin Yong,D,Honorable Mention,279
38800,Xiaolong Jiang,A,Honorable Mention,94
38801,Xuelin Yong,D,Successful Participant,279
38802,Qiang Wang,A,Honorable Mention,137
38803,Hong Xie,A,Honorable Mention,123
38804,Xuelin Yong,D,Successful Participant,279
38805,Xuelin Yong,A,Successful Participant,279
38806,Xuelin Yong,A,Successful Participant,279
38807,Yong ZUO,D,Honorable Mention,4
38808,Jian Guo,A,Honorable Mention,249
38809,Xuelin Yong,A,Honorable Mention,279
38810,Zhenzhen Chen,B,Successful Participant,4
38811,Zhao Zhitao,A,Successful Participant,612
38812,Xiaopeng Yu,B,Honorable Mention,232
38813,Guang Yang,A,Successful Participant,3
38814,Peng Si Ping,A,Successful Participant,6177
38815,Tianping Shuai,C,Honorable Mention,6514
38816,guanghui chen,A,Honorable Mention,6429
38817,Tianping Shuai,A,Meritorious,6514
38818,Zuxing Xuan,B,Successful Participant,6600
38819,Zuguo He,C,Honorable Mention,6514
38820,Lu Wang,A,Honorable Mention,12
38821,Zuxing Xuan,B,Successful Participant,6600
38822,Wan Fuyong,B,Successful Participant,249
38823,Zuguo He,D,Meritorious,6514
38824,Haiyan Sun,A,Honorable Mention,31
38825,Lianzu Jiao,D,Successful Participant,109
38826,Zuxing Xuan,B,Successful Participant,6600
38827,Yajing Zhang,A,Successful Participant,93
38828,Hongbin Yu,A,Successful Participant,1602
38829,Zhangjin Wei,A,Successful Participant,197
38830,Xiucong Gu,A,Successful Participant,3366
38831,Yuanming Hu,D,Meritorious,87
38832,Liping Zhang,A,Honorable Mention,1817
38833,Gongnong Li,A,Successful Participant,4652
38834,Chen Jianye,A,Successful Participant,6287
38835,Guanghong Zuo,A,Honorable Mention,90
38836,Shao Fang Tang,B,Successful Participant,6618
38837,Qinyan Zhang,B,Honorable Mention,4
38838,Jianxiang Tian,A,Successful Participant,6620
38839,shaoshuai du,D,Successful Participant,6621
38840,Xuelin Yong,B,Successful Participant,279
38841,Xuelin Yong,A,Successful Participant,279
38842,Yan Zhang,A,Honorable Mention,6624
38843,Ai Qin Wang,B,Honorable Mention,6618
38844,Xuelin Yong,A,Successful Participant,279
38845,Yong Jiang,A,Successful Participant,6627
38846,Xuelin Yong,B,Honorable Mention,279
38847,Jianyu Pan,A,Successful Participant,249
38848,DEWEI LI,B,Honorable Mention,123
38849,Zhu Huaping,A,Honorable Mention,6287
38850,Xuelin Yong,A,Successful Participant,279
38851,Hui Hu,D,Honorable Mention,198
38852,Haiyan Sun,A,Successful Participant,31
38853,Lianzu Jiao,B,Successful Participant,5
38854,Xuelin Yong,A,Successful Participant,279
38855,Peichao Zhang,A,Successful Participant,263
38856,Xuelin Yong,B,Meritorious,279
38857,Liuqiang Zhong,A,Successful Participant,5
38858,Xuelin Yong,B,Honorable Mention,279
38859,Xuelin Yong,A,Successful Participant,279
38860,Baodong LIU,B,Successful Participant,356
38861,Liang Hua Qiu,A,Successful Participant,6618
38862,Xuelin Yong,A,Honorable Mention,279
38863,Qingjie Yang,A,Successful Participant,123
38864,Xuelin Yong,C,Honorable Mention,279
38865,Xuelin Yong,A,Successful Participant,279
38866,Liu Yang,A,Honorable Mention,6287
38867,Hui Huang,A,Successful Participant,6429
38868,Hua Xu,B,Successful Participant,6618
38869,Nan Li,A,Successful Participant,2338
38870,Fengxia He,A,Successful Participant,279
38871,Liu Yang,A,Successful Participant,6287
38872,Yutao Ma,D,Successful Participant,182
38873,Shao Fang Tang,A,Successful Participant,6618
38874,Haibin Duan,B,Honorable Mention,31
38875,Shijin Zhang,A,Successful Participant,31
38876,HuiYou Chang,A,Honorable Mention,3
38877,Jiang Dengying,A,Honorable Mention,6287
38878,Jiang Dengying,B,Honorable Mention,6287
38879,Jianxin Zhu,A,Honorable Mention,6661
38880,Bing Li,C,Honorable Mention,750
38881,Chen Jianye,A,Honorable Mention,6287
38882,Chen Jianye,A,Honorable Mention,6287
38883,Xingming Shu,A,Honorable Mention,280
38884,Jianhua Yuan,A,Honorable Mention,6514
38885,Qinghui Zhang,A,Honorable Mention,3
38886,Zuguo He,D,Honorable Mention,6514
38887,Huang Xiaowei,A,Successful Participant,6287
38888,Li Cui,D,Successful Participant,182
38889,Zuguo He,A,Honorable Mention,6514
38890,Xiaolin Liang,B,Successful Participant,6672
38891,Huang Xiaowei,B,Meritorious,6287
38892,Lianzu Jiao,A,Successful Participant,4
38893,Xing Gao,B,Honorable Mention,388
38894,Chu Yangjie,A,Successful Participant,6287
38895,Zuguo He,D,Honorable Mention,4
38896,Chu Yangjie,A,Successful Participant,6287
38897,David Alan Meyer,A,Successful Participant,6679
38898,David Alan Meyer,A,Successful Participant,6679
38899,Gao Fei,A,Honorable Mention,6287
38900,Di Chen,A,Successful Participant,123
38901,David Alan Meyer,A,Successful Participant,6679
38902,Gao Fei,A,Successful Participant,6287
38903,Gaofeng Zheng,B,Successful Participant,394
38904,Ning Jia,A,Honorable Mention,2338
38905,Zhang Liang,A,Successful Participant,6287
38906,ming cheng,B,Successful Participant,6688
38907,Zhang Liang,B,Honorable Mention,6287
38908,Fang Xi,A,Honorable Mention,6287
38909,Huayou Chen,A,Successful Participant,4148
38910,Fang Xi,A,Successful Participant,6287
38911,Li Cui,D,Successful Participant,182
38912,Bingchuan Chen,A,Honorable Mention,6694
38913,Yinying Kong,A,Successful Participant,6694
38914,Aixiang Chen,A,Honorable Mention,6429
38915,Zhu Huiying,A,Successful Participant,6287
38916,Shihua Chen,A,Successful Participant,87
38917,Chen Yu,A,Honorable Mention,6287
38918,Mingjian Zhang,B,Successful Participant,6700
38919,Mu Lin,D,Honorable Mention,621
38920,GuoGang Liu,A,Successful Participant,6702
38921,Chensheng Xu,B,Successful Participant,197
38922,Haibin Duan,A,Honorable Mention,31
38923,He Lang,A,Honorable Mention,6287
